      0 <= x <      30; y_0      =      61.0 +   0.6333333333333333x; interpolation
      21480 <= x <      21510; y_716      =      17268.0 +   -0.8x; interpolation
      21510 <= x <      21540; y_717      =      -16431.0 +   0.7666666666666667x; interpolation
      21540 <= x <      21570; y_718      =      15878.999999999998 +   -0.7333333333333333x; interpolation
      21570 <= x <      21600; y_719      =      -17914.0 +   0.8333333333333334x; interpolation
      21600 <= x <      21630; y_720      =      15205.999999999998 +   -0.7x; interpolation
      21630 <= x <      21660; y_721      =      -13634.0 +   0.6333333333333333x; interpolation
      21660 <= x <      21690; y_722      =      14524.0 +   -0.6666666666666666x; interpolation
      21690 <= x <      21720; y_723      =      -15118.999999999998 +   0.7x; interpolation
      21720 <= x <      21750; y_724      =      16012.999999999998 +   -0.7333333333333333x; interpolation
      21750 <= x <      21780; y_725      =      -15161.999999999998 +   0.7x; interpolation
      21780 <= x <      21810; y_726      =      16782.0 +   -0.7666666666666667x; interpolation
      21810 <= x <      21840; y_727      =      -17387.0 +   0.8x; interpolation
      21840 <= x <      21870; y_728      =      15372.999999999998 +   -0.7x; interpolation
      21870 <= x <      21900; y_729      =      -14516.0 +   0.6666666666666666x; interpolation
      21900 <= x <      21930; y_730      =      15413.999999999998 +   -0.7x; interpolation
      21930 <= x <      21960; y_731      =      -16018.999999999998 +   0.7333333333333333x; interpolation
      21960 <= x <      21990; y_732      =      14725.0 +   -0.6666666666666666x; interpolation
      21990 <= x <      22020; y_733      =      -15327.999999999998 +   0.7x; interpolation
      22020 <= x <      22050; y_734      =      15499.999999999998 +   -0.7x; interpolation
      22050 <= x <      22080; y_735      =      -13900.0 +   0.6333333333333333x; interpolation
      22080 <= x <      22110; y_736      =      14804.0 +   -0.6666666666666666x; interpolation
      22110 <= x <      22140; y_737      =      -13939.0 +   0.6333333333333333x; interpolation
      22140 <= x <      22170; y_738      =      13367.0 +   -0.6x; interpolation
      22170 <= x <      22200; y_739      =      -13237.0 +   0.6x; interpolation
      22200 <= x <      22230; y_740      =      13403.0 +   -0.6x; interpolation
      22230 <= x <      22260; y_741      =      -14755.0 +   0.6666666666666666x; interpolation
      22260 <= x <      22290; y_742      =      15666.999999999998 +   -0.7x; interpolation
      22290 <= x <      22320; y_743      =      -14796.0 +   0.6666666666666666x; interpolation
      22320 <= x <      22350; y_744      =      84.0 +   0.0x; interpolation
      22350 <= x <      22380; y_745      =      14239.0 +   -0.6333333333333333x; interpolation
      22380 <= x <      22410; y_746      =      -3665.0 +   0.16666666666666666x; interpolation
      22410 <= x <      22440; y_747      =      -4412.0 +   0.2x; interpolation
      22440 <= x <      22470; y_748      =      -5160.0 +   0.23333333333333334x; interpolation
      22470 <= x <      22500; y_749      =      12067.0 +   -0.5333333333333333x; interpolation
      22500 <= x <      22530; y_750      =      -11933.0 +   0.5333333333333333x; interpolation
      22530 <= x <      22560; y_751      =      -2170.0 +   0.1x; interpolation
      22560 <= x <      22590; y_752      =      2342.0 +   -0.1x; interpolation
      22590 <= x <      22620; y_753      =      14390.0 +   -0.6333333333333333x; interpolation
      22620 <= x <      22650; y_754      =      5342.0 +   -0.23333333333333334x; interpolation
      22650 <= x <      22680; y_755      =      -19573.0 +   0.8666666666666667x; interpolation
      22680 <= x <      22710; y_756      =      -3697.0 +   0.16666666666666666x; interpolation
      22710 <= x <      22740; y_757      =      6144.0 +   -0.26666666666666666x; interpolation
      22740 <= x <      22770; y_758      =      -3710.0 +   0.16666666666666666x; interpolation
      22770 <= x <      22800; y_759      =      -1433.0 +   0.06666666666666667x; interpolation
      22800 <= x <      22830; y_760      =      11487.0 +   -0.5x; interpolation
      22830 <= x <      22860; y_761      =      2355.0 +   -0.1x; interpolation
      22860 <= x <      22890; y_762      =      3879.0 +   -0.16666666666666666x; interpolation
      22890 <= x <      22920; y_763      =      -17485.0 +   0.7666666666666667x; interpolation
      22920 <= x <      22950; y_764      =      1615.0 +   -0.06666666666666667x; interpolation
      22950 <= x <      22980; y_765      =      13855.0 +   -0.6x; interpolation
      22980 <= x <      23010; y_766      =      -13721.0 +   0.6x; interpolation
      23010 <= x <      23040; y_767      =      4687.0 +   -0.2x; interpolation
      23040 <= x <      23070; y_768      =      35407.0 +   -1.5333333333333334x; interpolation
      23070 <= x <      23100; y_769      =      4647.0 +   -0.2x; interpolation
      23100 <= x <      23130; y_770      =      -43093.0 +   1.8666666666666667x; interpolation
      23130 <= x <      23160; y_771      =      3167.0 +   -0.13333333333333333x; interpolation
      23160 <= x <      23190; y_772      =      -4553.0 +   0.2x; interpolation
      23190 <= x <      23220; y_773      =      3950.0 +   -0.16666666666666666x; interpolation
      23220 <= x <      23250; y_774      =      10142.0 +   -0.43333333333333335x; interpolation
      23250 <= x <      23280; y_775      =      -14658.0 +   0.6333333333333333x; interpolation
      23280 <= x <      23310; y_776      =      19486.0 +   -0.8333333333333334x; interpolation
      23310 <= x <      23340; y_777      =      -9263.0 +   0.4x; interpolation
      23340 <= x <      23370; y_778      =      4741.0 +   -0.2x; interpolation
      23370 <= x <      23400; y_779      =      -7723.0 +   0.3333333333333333x; interpolation
      23400 <= x <      23430; y_780      =      -6163.0 +   0.26666666666666666x; interpolation
      23430 <= x <      23460; y_781      =      3209.0 +   -0.13333333333333333x; interpolation
      23460 <= x <      23490; y_782      =      10247.0 +   -0.43333333333333335x; interpolation
      23490 <= x <      23520; y_783      =      -6979.0 +   0.3x; interpolation
      23520 <= x <      23550; y_784      =      -6195.0 +   0.26666666666666666x; interpolation
      23550 <= x <      23580; y_785      =      85.0 +   0.0x; interpolation
      23580 <= x <      23610; y_786      =      -1487.0 +   0.06666666666666667x; interpolation
      23610 <= x <      23640; y_787      =      8744.0 +   -0.36666666666666664x; interpolation
      23640 <= x <      23670; y_788      =      -7016.0 +   0.3x; interpolation
      23670 <= x <      23700; y_789      =      12709.0 +   -0.5333333333333333x; interpolation
      23700 <= x <      23730; y_790      =      -10201.0 +   0.43333333333333335x; interpolation
      23730 <= x <      23760; y_791      =      -3873.0 +   0.16666666666666666x; interpolation
      23760 <= x <      23790; y_792      =      17511.0 +   -0.7333333333333333x; interpolation
      23790 <= x <      23820; y_793      =      -1521.0 +   0.06666666666666667x; interpolation
      23820 <= x <      23850; y_794      =      -17401.0 +   0.7333333333333333x; interpolation
      23850 <= x <      23880; y_795      =      19169.0 +   -0.8x; interpolation
      23880 <= x <      23910; y_796      =      -16651.0 +   0.7x; interpolation
      23910 <= x <      23940; y_797      =      14432.0 +   -0.6x; interpolation
      23940 <= x <      23970; y_798      =      68.0 +   0.0x; interpolation
      23970 <= x <      24000; y_799      =      -13515.0 +   0.5666666666666667x; interpolation
      24000 <= x <      24030; y_800      =      15285.0 +   -0.6333333333333333x; interpolation
      24030 <= x <      24060; y_801      =      -15954.0 +   0.6666666666666666x; interpolation
      24060 <= x <      24090; y_802      =      -716.0 +   0.03333333333333333x; interpolation
      24090 <= x <      24120; y_803      =      4102.0 +   -0.16666666666666666x; interpolation
      24120 <= x <      24150; y_804      =      -3134.0 +   0.13333333333333333x; interpolation
      24150 <= x <      24180; y_805      =      14576.0 +   -0.6x; interpolation
      24180 <= x <      24210; y_806      =      1680.0 +   -0.06666666666666667x; interpolation
      24210 <= x <      24240; y_807      =      -741.0 +   0.03333333333333333x; interpolation
      24240 <= x <      24270; y_808      =      -17709.0 +   0.7333333333333333x; interpolation
      24270 <= x <      24300; y_809      =      7370.0 +   -0.3x; interpolation
      24300 <= x <      24330; y_810      =      -3970.0 +   0.16666666666666666x; interpolation
      24330 <= x <      24360; y_811      =      -726.0 +   0.03333333333333333x; interpolation
      24360 <= x <      24390; y_812      =      -726.0 +   0.03333333333333333x; interpolation
      24390 <= x <      24420; y_813      =      2526.0 +   -0.1x; interpolation
      24420 <= x <      24450; y_814      =      -730.0 +   0.03333333333333333x; interpolation
      24450 <= x <      24480; y_815      =      -730.0 +   0.03333333333333333x; interpolation
      24480 <= x <      24510; y_816      =      15590.0 +   -0.6333333333333333x; interpolation
      24510 <= x <      24540; y_817      =      -14639.0 +   0.6x; interpolation
      24540 <= x <      24570; y_818      =      14809.0 +   -0.6x; interpolation
      24570 <= x <      24600; y_819      =      -752.0 +   0.03333333333333333x; interpolation
      24600 <= x <      24630; y_820      =      -16332.0 +   0.6666666666666666x; interpolation
      24630 <= x <      24660; y_821      =      909.0 +   -0.03333333333333333x; interpolation
      24660 <= x <      24690; y_822      =      -735.0 +   0.03333333333333333x; interpolation
      24690 <= x <      24720; y_823      =      2557.0 +   -0.1x; interpolation
      24720 <= x <      24750; y_824      =      -2387.0 +   0.1x; interpolation
      24750 <= x <      24780; y_825      =      1738.0 +   -0.06666666666666667x; interpolation
      24780 <= x <      24810; y_826      =      -740.0 +   0.03333333333333333x; interpolation
      24810 <= x <      24840; y_827      =      914.0 +   -0.03333333333333333x; interpolation
      24840 <= x <      24870; y_828      =      -1570.0 +   0.06666666666666667x; interpolation
      24870 <= x <      24900; y_829      =      15010.0 +   -0.6x; interpolation
      24900 <= x <      24930; y_830      =      -14870.0 +   0.6x; interpolation
      24930 <= x <      24960; y_831      =      15877.0 +   -0.6333333333333333x; interpolation
      24960 <= x <      24990; y_832      =      -14075.0 +   0.5666666666666667x; interpolation
      24990 <= x <      25020; y_833      =      2585.0 +   -0.1x; interpolation
      25020 <= x <      25050; y_834      =      15095.0 +   -0.6x; interpolation
      25050 <= x <      25080; y_835      =      -16635.0 +   0.6666666666666666x; interpolation
      25080 <= x <      25110; y_836      =      -1587.0 +   0.06666666666666667x; interpolation
      25110 <= x <      25140; y_837      =      1761.0 +   -0.06666666666666667x; interpolation
      25140 <= x <      25170; y_838      =      923.0 +   -0.03333333333333333x; interpolation
      25170 <= x <      25200; y_839      =      -2433.0 +   0.1x; interpolation
      25200 <= x <      25230; y_840      =      16887.0 +   -0.6666666666666666x; interpolation
      25230 <= x <      25260; y_841      =      -15912.0 +   0.6333333333333333x; interpolation
      25260 <= x <      25290; y_842      =      15242.0 +   -0.6x; interpolation
      25290 <= x <      25320; y_843      =      5126.0 +   -0.2x; interpolation
      25320 <= x <      25350; y_844      =      -23570.0 +   0.9333333333333333x; interpolation
      25350 <= x <      25380; y_845      =      4315.0 +   -0.16666666666666666x; interpolation
      25380 <= x <      25410; y_846      =      -2453.0 +   0.1x; interpolation
      25410 <= x <      25440; y_847      =      45826.0 +   -1.8x; interpolation
      25440 <= x <      25470; y_848      =      5122.0 +   -0.2x; interpolation
      25470 <= x <      25500; y_849      =      -46667.0 +   1.8333333333333333x; interpolation
      25500 <= x <      25530; y_850      =      -2467.0 +   0.1x; interpolation
      25530 <= x <      25560; y_851      =      3490.0 +   -0.13333333333333333x; interpolation
      25560 <= x <      25590; y_852      =      -4178.0 +   0.16666666666666666x; interpolation
      25590 <= x <      25620; y_853      =      16294.0 +   -0.6333333333333333x; interpolation
      25620 <= x <      25650; y_854      =      1776.0 +   -0.06666666666666667x; interpolation
      25650 <= x <      25680; y_855      =      -14469.0 +   0.5666666666666667x; interpolation
      25680 <= x <      25710; y_856      =      -3341.0 +   0.13333333333333333x; interpolation
      25710 <= x <      25740; y_857      =      14656.0 +   -0.5666666666666667x; interpolation
      25740 <= x <      25770; y_858      =      -15374.0 +   0.6x; interpolation
      25770 <= x <      25800; y_859      =      3524.0 +   -0.13333333333333333x; interpolation
      25800 <= x <      25830; y_860      =      14704.0 +   -0.5666666666666667x; interpolation
      25830 <= x <      25860; y_861      =      -794.0 +   0.03333333333333333x; interpolation
      25860 <= x <      25890; y_862      =      -17172.0 +   0.6666666666666666x; interpolation
      25890 <= x <      25920; y_863      =      15622.0 +   -0.6x; interpolation
      25920 <= x <      25950; y_864      =      934.0 +   -0.03333333333333333x; interpolation
      25950 <= x <      25980; y_865      =      -796.0 +   0.03333333333333333x; interpolation
      25980 <= x <      26010; y_866      =      1802.0 +   -0.06666666666666667x; interpolation
      26010 <= x <      26040; y_867      =      -799.0 +   0.03333333333333333x; interpolation
      26040 <= x <      26070; y_868      =      1805.0 +   -0.06666666666666667x; interpolation
      26070 <= x <      26100; y_869      =      -1671.0 +   0.06666666666666667x; interpolation
      26100 <= x <      26130; y_870      =      -15591.0 +   0.6x; interpolation
      26130 <= x <      26160; y_871      =      87.0 +   0.0x; interpolation
      26160 <= x <      26190; y_872      =      87.0 +   0.0x; interpolation
      26190 <= x <      26220; y_873      =      2706.0 +   -0.1x; interpolation
      26220 <= x <      26250; y_874      =      14942.0 +   -0.5666666666666667x; interpolation
      26250 <= x <      26280; y_875      =      -1683.0 +   0.06666666666666667x; interpolation
      26280 <= x <      26310; y_876      =      -16575.0 +   0.6333333333333333x; interpolation
      26310 <= x <      26340; y_877      =      15874.0 +   -0.6x; interpolation
      26340 <= x <      26370; y_878      =      4460.0 +   -0.16666666666666666x; interpolation
      26370 <= x <      26400; y_879      =      -15757.0 +   0.6x; interpolation
      26400 <= x <      26430; y_880      =      -4317.0 +   0.16666666666666666x; interpolation
      26430 <= x <      26460; y_881      =      15946.0 +   -0.6x; interpolation
      26460 <= x <      26490; y_882      =      -14042.0 +   0.5333333333333333x; interpolation
      26490 <= x <      26520; y_883      =      1852.0 +   -0.06666666666666667x; interpolation
      26520 <= x <      26550; y_884      =      -1684.0 +   0.06666666666666667x; interpolation
      26550 <= x <      26580; y_885      =      971.0 +   -0.03333333333333333x; interpolation
      26580 <= x <      26610; y_886      =      16033.0 +   -0.6x; interpolation
      26610 <= x <      26640; y_887      =      -12351.0 +   0.4666666666666667x; interpolation
      26640 <= x <      26670; y_888      =      12513.0 +   -0.4666666666666667x; interpolation
      26670 <= x <      26700; y_889      =      -19491.0 +   0.7333333333333333x; interpolation
      26700 <= x <      26730; y_890      =      19669.0 +   -0.7333333333333333x; interpolation
      26730 <= x <      26760; y_891      =      -1715.0 +   0.06666666666666667x; interpolation
      26760 <= x <      26790; y_892      =      3637.0 +   -0.13333333333333333x; interpolation
      26790 <= x <      26820; y_893      =      -20474.0 +   0.7666666666666667x; interpolation
      26820 <= x <      26850; y_894      =      18862.0 +   -0.7x; interpolation
      26850 <= x <      26880; y_895      =      -2618.0 +   0.1x; interpolation
      26880 <= x <      26910; y_896      =      -15162.0 +   0.5666666666666667x; interpolation
      26910 <= x <      26940; y_897      =      16233.0 +   -0.6x; interpolation
      26940 <= x <      26970; y_898      =      -14299.0 +   0.5333333333333333x; interpolation
      26970 <= x <      27000; y_899      =      13570.0 +   -0.5x; interpolation
      27000 <= x <      27030; y_900      =      -14330.0 +   0.5333333333333333x; interpolation
      27030 <= x <      27060; y_901      =      13601.0 +   -0.5x; interpolation
      27060 <= x <      27090; y_902      =      -12557.0 +   0.4666666666666667x; interpolation
      27090 <= x <      27120; y_903      =      13630.0 +   -0.5x; interpolation
      27120 <= x <      27150; y_904      =      3686.0 +   -0.13333333333333333x; interpolation
      27150 <= x <      27180; y_905      =      -4459.0 +   0.16666666666666666x; interpolation
      27180 <= x <      27210; y_906      =      -13519.0 +   0.5x; interpolation
      27210 <= x <      27240; y_907      =      13691.0 +   -0.5x; interpolation
      27240 <= x <      27270; y_908      =      2795.0 +   -0.1x; interpolation
      27270 <= x <      27300; y_909      =      -15385.0 +   0.5666666666666667x; interpolation
      27300 <= x <      27330; y_910      =      16465.0 +   -0.6x; interpolation
      27330 <= x <      27360; y_911      =      -844.0 +   0.03333333333333333x; interpolation
      27360 <= x <      27390; y_912      =      -844.0 +   0.03333333333333333x; interpolation
      27390 <= x <      27420; y_913      =      -9974.0 +   0.36666666666666664x; interpolation
      27420 <= x <      27450; y_914      =      -9060.0 +   0.3333333333333333x; interpolation
      27450 <= x <      27480; y_915      =      7410.0 +   -0.26666666666666666x; interpolation
      27480 <= x <      27510; y_916      =      13822.0 +   -0.5x; interpolation
      27510 <= x <      27540; y_917      =      -14605.0 +   0.5333333333333333x; interpolation
      27540 <= x <      27570; y_918      =      13853.0 +   -0.5x; interpolation
      27570 <= x <      27600; y_919      =      -1770.0 +   0.06666666666666667x; interpolation
      27600 <= x <      27630; y_920      =      -12810.0 +   0.4666666666666667x; interpolation
      27630 <= x <      27660; y_921      =      12057.0 +   -0.43333333333333335x; interpolation
      27660 <= x <      27690; y_922      =      7447.0 +   -0.26666666666666666x; interpolation
      27690 <= x <      27720; y_923      =      19446.0 +   -0.7x; interpolation
      27720 <= x <      27750; y_924      =      12054.0 +   -0.43333333333333335x; interpolation
      27750 <= x <      27780; y_925      =      -45296.0 +   1.6333333333333333x; interpolation
      27780 <= x <      27810; y_926      =      11190.0 +   -0.4x; interpolation
      27810 <= x <      27840; y_927      =      -9204.0 +   0.3333333333333333x; interpolation
      27840 <= x <      27870; y_928      =      -7348.0 +   0.26666666666666666x; interpolation
      27870 <= x <      27900; y_929      =      12161.0 +   -0.43333333333333335x; interpolation
      27900 <= x <      27930; y_930      =      3791.0 +   -0.13333333333333333x; interpolation
      27930 <= x <      27960; y_931      =      -12036.0 +   0.43333333333333335x; interpolation
      27960 <= x <      27990; y_932      =      -7376.0 +   0.26666666666666666x; interpolation
      27990 <= x <      28020; y_933      =      7552.0 +   -0.26666666666666666x; interpolation
      28020 <= x <      28050; y_934      =      12222.0 +   -0.43333333333333335x; interpolation
      28050 <= x <      28080; y_935      =      -5543.0 +   0.2x; interpolation
      28080 <= x <      28110; y_936      =      -13031.0 +   0.4666666666666667x; interpolation
      28110 <= x <      28140; y_937      =      13205.0 +   -0.4666666666666667x; interpolation
      28140 <= x <      28170; y_938      =      -12121.0 +   0.43333333333333335x; interpolation
      28170 <= x <      28200; y_939      =      5720.0 +   -0.2x; interpolation
      28200 <= x <      28230; y_940      =      11360.0 +   -0.4x; interpolation
      28230 <= x <      28260; y_941      =      -9342.0 +   0.3333333333333333x; interpolation
      28260 <= x <      28290; y_942      =      -7458.0 +   0.26666666666666666x; interpolation
      28290 <= x <      28320; y_943      =      8573.0 +   -0.3x; interpolation
      28320 <= x <      28350; y_944      =      -8419.0 +   0.3x; interpolation
      28350 <= x <      28380; y_945      =      10481.0 +   -0.36666666666666664x; interpolation
      28380 <= x <      28410; y_946      =      9535.0 +   -0.3333333333333333x; interpolation
      28410 <= x <      28440; y_947      =      -11299.0 +   0.4x; interpolation
      28440 <= x <      28470; y_948      =      -10351.0 +   0.36666666666666664x; interpolation
      28470 <= x <      28500; y_949      =      17170.0 +   -0.6x; interpolation
      28500 <= x <      28530; y_950      =      1970.0 +   -0.06666666666666667x; interpolation
      28530 <= x <      28560; y_951      =      -17050.0 +   0.6x; interpolation
      28560 <= x <      28590; y_952      =      1038.0 +   -0.03333333333333333x; interpolation
      28590 <= x <      28620; y_953      =      -2774.0 +   0.1x; interpolation
      28620 <= x <      28650; y_954      =      19168.0 +   -0.6666666666666666x; interpolation
      28650 <= x <      28680; y_955      =      -18077.0 +   0.6333333333333333x; interpolation
      28680 <= x <      28710; y_956      =      18251.0 +   -0.6333333333333333x; interpolation
      28710 <= x <      28740; y_957      =      1025.0 +   -0.03333333333333333x; interpolation
      28740 <= x <      28770; y_958      =      67.0 +   0.0x; interpolation
      28770 <= x <      28800; y_959      =      -18154.0 +   0.6333333333333333x; interpolation
      28800 <= x <      28830; y_960      =      -874.0 +   0.03333333333333333x; interpolation
      28830 <= x <      28860; y_961      =      19307.0 +   -0.6666666666666666x; interpolation
      28860 <= x <      28890; y_962      =      67.0 +   0.0x; interpolation
      28890 <= x <      28920; y_963      =      -16304.0 +   0.5666666666666667x; interpolation
      28920 <= x <      28950; y_964      =      15508.0 +   -0.5333333333333333x; interpolation
      28950 <= x <      28980; y_965      =      1998.0 +   -0.06666666666666667x; interpolation
      28980 <= x <      29010; y_966      =      -17322.0 +   0.6x; interpolation
      29010 <= x <      29040; y_967      =      -3784.0 +   0.13333333333333333x; interpolation
      29040 <= x <      29070; y_968      =      19448.0 +   -0.6666666666666666x; interpolation
      29070 <= x <      29100; y_969      =      1037.0 +   -0.03333333333333333x; interpolation
      29100 <= x <      29130; y_970      =      -17393.0 +   0.6x; interpolation
      29130 <= x <      29160; y_971      =      17563.0 +   -0.6x; interpolation
      29160 <= x <      29190; y_972      =      67.0 +   0.0x; interpolation
      29190 <= x <      29220; y_973      =      -21339.0 +   0.7333333333333333x; interpolation
      29220 <= x <      29250; y_974      =      4959.0 +   -0.16666666666666666x; interpolation
      29250 <= x <      29280; y_975      =      -2841.0 +   0.1x; interpolation
      29280 <= x <      29310; y_976      =      18631.0 +   -0.6333333333333333x; interpolation
      29310 <= x <      29340; y_977      =      2022.0 +   -0.06666666666666667x; interpolation
      29340 <= x <      29370; y_978      =      -1890.0 +   0.06666666666666667x; interpolation
      29370 <= x <      29400; y_979      =      68.0 +   0.0x; interpolation
      29400 <= x <      29430; y_980      =      -18552.0 +   0.6333333333333333x; interpolation
      29430 <= x <      29460; y_981      =      19707.0 +   -0.6666666666666666x; interpolation
      29460 <= x <      29490; y_982      =      67.0 +   0.0x; interpolation
      29490 <= x <      29520; y_983      =      -19593.0 +   0.6666666666666666x; interpolation
      29520 <= x <      29550; y_984      =      18783.0 +   -0.6333333333333333x; interpolation
      29550 <= x <      29580; y_985      =      3023.0 +   -0.1x; interpolation
      29580 <= x <      29610; y_986      =      -2893.0 +   0.1x; interpolation
      29610 <= x <      29640; y_987      =      4016.0 +   -0.13333333333333333x; interpolation
      29640 <= x <      29670; y_988      =      -19696.0 +   0.6666666666666666x; interpolation
      29670 <= x <      29700; y_989      =      1073.0 +   -0.03333333333333333x; interpolation
      29700 <= x <      29730; y_990      =      -2887.0 +   0.1x; interpolation
      29730 <= x <      29760; y_991      =      5041.0 +   -0.16666666666666666x; interpolation
      29760 <= x <      29790; y_992      =      -5871.0 +   0.2x; interpolation
      29790 <= x <      29820; y_993      =      2073.0 +   -0.06666666666666667x; interpolation
      29820 <= x <      29850; y_994      =      2073.0 +   -0.06666666666666667x; interpolation
      29850 <= x <      29880; y_995      =      16003.0 +   -0.5333333333333333x; interpolation
      29880 <= x <      29910; y_996      =      -2921.0 +   0.1x; interpolation
      29910 <= x <      29940; y_997      =      -9900.0 +   0.3333333333333333x; interpolation
      29940 <= x <      29970; y_998      =      47984.0 +   -1.6x; interpolation
      29970 <= x <      30000; y_999      =      2030.0 +   -0.06666666666666667x; interpolation
      30000 <= x <      30030; y_1000      =      -50970.0 +   1.7x; interpolation
      30030 <= x <      30060; y_1001      =      23104.0 +   -0.7666666666666667x; interpolation
      30060 <= x <      30090; y_1002      =      -11966.0 +   0.4x; interpolation
      30090 <= x <      30120; y_1003      =      3079.0 +   -0.1x; interpolation
      30120 <= x <      30150; y_1004      =      -2945.0 +   0.1x; interpolation
      30150 <= x <      30180; y_1005      =      2080.0 +   -0.06666666666666667x; interpolation
      30180 <= x <      30210; y_1006      =      -16028.0 +   0.5333333333333333x; interpolation
      30210 <= x <      30240; y_1007      =      1091.0 +   -0.03333333333333333x; interpolation
      30240 <= x <      30270; y_1008      =      2099.0 +   -0.06666666666666667x; interpolation
      30270 <= x <      30300; y_1009      =      -3955.0 +   0.13333333333333333x; interpolation
      30300 <= x <      30330; y_1010      =      18265.0 +   -0.6x; interpolation
      30330 <= x <      30360; y_1011      =      -21164.0 +   0.7x; interpolation
      30360 <= x <      30390; y_1012      =      5148.0 +   -0.16666666666666666x; interpolation
      30390 <= x <      30420; y_1013      =      16291.0 +   -0.5333333333333333x; interpolation
      30420 <= x <      30450; y_1014      =      -2975.0 +   0.1x; interpolation
      30450 <= x <      30480; y_1015      =      -17185.0 +   0.5666666666666667x; interpolation
      30480 <= x <      30510; y_1016      =      4151.0 +   -0.13333333333333333x; interpolation
      30510 <= x <      30540; y_1017      =      -3985.0 +   0.13333333333333333x; interpolation
      30540 <= x <      30570; y_1018      =      1105.0 +   -0.03333333333333333x; interpolation
      30570 <= x <      30600; y_1019      =      19447.0 +   -0.6333333333333333x; interpolation
      30600 <= x <      30630; y_1020      =      -19313.0 +   0.6333333333333333x; interpolation
      30630 <= x <      30660; y_1021      =      17443.0 +   -0.5666666666666667x; interpolation
      30660 <= x <      30690; y_1022      =      2113.0 +   -0.06666666666666667x; interpolation
      30690 <= x <      30720; y_1023      =      -3002.0 +   0.1x; interpolation
      30720 <= x <      30750; y_1024      =      -18362.0 +   0.6x; interpolation
      30750 <= x <      30780; y_1025      =      17513.0 +   -0.5666666666666667x; interpolation
      30780 <= x <      30810; y_1026      =      -16345.0 +   0.5333333333333333x; interpolation
      30810 <= x <      30840; y_1027      =      17546.0 +   -0.5666666666666667x; interpolation
      30840 <= x <      30870; y_1028      =      6238.0 +   -0.2x; interpolation
      30870 <= x <      30900; y_1029      =      -7139.0 +   0.23333333333333334x; interpolation
      30900 <= x <      30930; y_1030      =      -17439.0 +   0.5666666666666667x; interpolation
      30930 <= x <      30960; y_1031      =      4212.0 +   -0.13333333333333333x; interpolation
      30960 <= x <      30990; y_1032      =      22788.0 +   -0.7333333333333333x; interpolation
      30990 <= x <      31020; y_1033      =      -8202.0 +   0.26666666666666666x; interpolation
      31020 <= x <      31050; y_1034      =      3172.0 +   -0.1x; interpolation
      31050 <= x <      31080; y_1035      =      -20633.0 +   0.6666666666666666x; interpolation
      31080 <= x <      31110; y_1036      =      18735.0 +   -0.6x; interpolation
      31110 <= x <      31140; y_1037      =      -20671.0 +   0.6666666666666666x; interpolation
      31140 <= x <      31170; y_1038      =      1127.0 +   -0.03333333333333333x; interpolation
      31170 <= x <      31200; y_1039      =      18790.0 +   -0.6x; interpolation
      31200 <= x <      31230; y_1040      =      4230.0 +   -0.13333333333333333x; interpolation
      31230 <= x <      31260; y_1041      =      -21795.0 +   0.7x; interpolation
      31260 <= x <      31290; y_1042      =      23011.0 +   -0.7333333333333333x; interpolation
      31290 <= x <      31320; y_1043      =      -23924.0 +   0.7666666666666667x; interpolation
      31320 <= x <      31350; y_1044      =      2176.0 +   -0.06666666666666667x; interpolation
      31350 <= x <      31380; y_1045      =      8446.0 +   -0.26666666666666666x; interpolation
      31380 <= x <      31410; y_1046      =      -7244.0 +   0.23333333333333334x; interpolation
      31410 <= x <      31440; y_1047      =      -4103.0 +   0.13333333333333333x; interpolation
      31440 <= x <      31470; y_1048      =      20001.0 +   -0.6333333333333333x; interpolation
      31470 <= x <      31500; y_1049      =      -17763.0 +   0.5666666666666667x; interpolation
      31500 <= x <      31530; y_1050      =      1137.0 +   -0.03333333333333333x; interpolation
      31530 <= x <      31560; y_1051      =      -965.0 +   0.03333333333333333x; interpolation
      31560 <= x <      31590; y_1052      =      2191.0 +   -0.06666666666666667x; interpolation
      31590 <= x <      31620; y_1053      =      16933.0 +   -0.5333333333333333x; interpolation
      31620 <= x <      31650; y_1054      =      69.0 +   0.0x; interpolation
      31650 <= x <      31680; y_1055      =      -19976.0 +   0.6333333333333333x; interpolation
      31680 <= x <      31710; y_1056      =      23320.0 +   -0.7333333333333333x; interpolation
      31710 <= x <      31740; y_1057      =      -20017.0 +   0.6333333333333333x; interpolation
      31740 <= x <      31770; y_1058      =      -973.0 +   0.03333333333333333x; interpolation
      31770 <= x <      31800; y_1059      =      20207.0 +   -0.6333333333333333x; interpolation
      31800 <= x <      31830; y_1060      =      67.0 +   0.0x; interpolation
      31830 <= x <      31860; y_1061      =      -20092.0 +   0.6333333333333333x; interpolation
      31860 <= x <      31890; y_1062      =      17078.0 +   -0.5333333333333333x; interpolation
      31890 <= x <      31920; y_1063      =      -16938.0 +   0.5333333333333333x; interpolation
      31920 <= x <      31950; y_1064      =      1150.0 +   -0.03333333333333333x; interpolation
      31950 <= x <      31980; y_1065      =      -980.0 +   0.03333333333333333x; interpolation
      31980 <= x <      32010; y_1066      =      86.0 +   0.0x; interpolation
      32010 <= x <      32040; y_1067      =      18225.0 +   -0.5666666666666667x; interpolation
      32040 <= x <      32070; y_1068      =      -999.0 +   0.03333333333333333x; interpolation
